Date_of_Journey,Airline,Source,Destination,Product,Customer,Booking
2021-12-03,FlyDubai,Chennai,Dubai,Business,First Flyer,26.687824943281587
2021-12-04,FlyDubai,Chennai,Dubai,Business,First Flyer,27.072505320270846
2021-12-05,FlyDubai,Chennai,Dubai,Business,First Flyer,28.5907222772419
2021-12-06,FlyDubai,Chennai,Dubai,Business,First Flyer,27.6291015942706
2021-12-07,FlyDubai,Chennai,Dubai,Business,First Flyer,28.493719464729587
2021-12-08,FlyDubai,Chennai,Dubai,Business,First Flyer,28.166456836758865
2021-12-09,FlyDubai,Chennai,Dubai,Business,First Flyer,25.532370372579244
2021-12-10,FlyDubai,Chennai,Dubai,Business,First Flyer,26.73735289594866
2021-12-11,FlyDubai,Chennai,Dubai,Business,First Flyer,27.1220332729316
2021-12-12,FlyDubai,Chennai,Dubai,Business,First Flyer,28.640250229908176
2021-12-13,FlyDubai,Chennai,Dubai,Business,First Flyer,27.678629546933365
2021-12-14,FlyDubai,Chennai,Dubai,Business,First Flyer,28.543247417399357
2021-12-15,FlyDubai,Chennai,Dubai,Business,First Flyer,28.215984789424436
2021-12-16,FlyDubai,Chennai,Dubai,Business,First Flyer,25.58189832524343
2021-12-17,FlyDubai,Chennai,Dubai,Business,First Flyer,26.786880848614686
2021-12-18,FlyDubai,Chennai,Dubai,Business,First Flyer,27.171561225599675
2021-12-19,FlyDubai,Chennai,Dubai,Business,First Flyer,28.689778182576035
2021-12-20,FlyDubai,Chennai,Dubai,Business,First Flyer,27.72815749960464
2021-12-21,FlyDubai,Chennai,Dubai,Business,First Flyer,28.592775370064402
2021-12-22,FlyDubai,Chennai,Dubai,Business,First Flyer,28.265512742090003
2021-12-23,FlyDubai,Chennai,Dubai,Business,First Flyer,25.631426277913004
2021-12-24,FlyDubai,Chennai,Dubai,Business,First Flyer,26.8364088012828
2021-12-25,FlyDubai,Chennai,Dubai,Business,First Flyer,27.22108917826563
2021-12-26,FlyDubai,Chennai,Dubai,Business,First Flyer,28.73930613524095
2021-12-27,FlyDubai,Chennai,Dubai,Business,First Flyer,27.777685452267402
2021-12-28,FlyDubai,Chennai,Dubai,Business,First Flyer,28.642303322732577
2021-12-29,FlyDubai,Chennai,Dubai,Business,First Flyer,28.315040694755567
2021-12-30,FlyDubai,Chennai,Dubai,Business,First Flyer,25.68095423058012
2021-12-31,FlyDubai,Chennai,Dubai,Business,First Flyer,26.885936753948826
2022-01-01,FlyDubai,Chennai,Dubai,Business,First Flyer,27.270617130932642
2022-01-02,FlyDubai,Chennai,Dubai,Business,First Flyer,28.788834087905855
2022-01-03,FlyDubai,Chennai,Dubai,Business,First Flyer,27.82721340493321
2022-01-04,FlyDubai,Chennai,Dubai,Business,First Flyer,28.691831275392897
2022-01-05,FlyDubai,Chennai,Dubai,Business,First Flyer,28.36456864741688
2022-01-06,FlyDubai,Chennai,Dubai,Business,First Flyer,25.730482183241364
2022-01-07,FlyDubai,Chennai,Dubai,Business,First Flyer,26.935464706614855
2022-01-08,FlyDubai,Chennai,Dubai,Business,First Flyer,27.320145083594454
2022-01-09,FlyDubai,Chennai,Dubai,Business,First Flyer,28.838362040570765
2022-01-10,FlyDubai,Chennai,Dubai,Business,First Flyer,27.876741357600228
2022-01-11,FlyDubai,Chennai,Dubai,Business,First Flyer,28.74135922806266
2022-01-12,FlyDubai,Chennai,Dubai,Business,First Flyer,28.414096600082445
2022-01-13,FlyDubai,Chennai,Dubai,Business,First Flyer,25.78001013590848
2022-01-14,FlyDubai,Chennai,Dubai,Business,First Flyer,26.9849926592764
2022-01-15,FlyDubai,Chennai,Dubai,Business,First Flyer,27.369673036261474
2022-01-16,FlyDubai,Chennai,Dubai,Business,First Flyer,28.88788999323863
2022-01-17,FlyDubai,Chennai,Dubai,Business,First Flyer,27.92626931026725
2022-01-18,FlyDubai,Chennai,Dubai,Business,First Flyer,28.79088718073243
2022-01-19,FlyDubai,Chennai,Dubai,Business,First Flyer,28.463624552754794
2022-01-20,FlyDubai,Chennai,Dubai,Business,First Flyer,25.82953808857267
2022-01-21,FlyDubai,Chennai,Dubai,Business,First Flyer,27.034520611943467
2022-01-22,FlyDubai,Chennai,Dubai,Business,First Flyer,27.41920098892743
2022-01-23,FlyDubai,Chennai,Dubai,Business,First Flyer,28.937417945900584
2022-01-24,FlyDubai,Chennai,Dubai,Business,First Flyer,27.975797262928797
2022-01-25,FlyDubai,Chennai,Dubai,Business,First Flyer,28.840415133392746
2022-01-26,FlyDubai,Chennai,Dubai,Business,First Flyer,28.513152505420358
2022-01-27,FlyDubai,Chennai,Dubai,Business,First Flyer,25.87906604123685
2022-01-28,FlyDubai,Chennai,Dubai,Business,First Flyer,27.08404856461054
2022-01-29,FlyDubai,Chennai,Dubai,Business,First Flyer,27.468728941593383
2022-01-30,FlyDubai,Chennai,Dubai,Business,First Flyer,28.98694589856981
2022-01-31,FlyDubai,Chennai,Dubai,Business,First Flyer,28.025325215595817
2022-02-01,FlyDubai,Chennai,Dubai,Business,First Flyer,28.88994308606251
2022-02-02,FlyDubai,Chennai,Dubai,Business,First Flyer,28.562680458081672
2022-02-03,FlyDubai,Chennai,Dubai,Business,First Flyer,25.92859399390103
2022-02-04,FlyDubai,Chennai,Dubai,Business,First Flyer,27.133576517271038
2022-02-05,FlyDubai,Chennai,Dubai,Business,First Flyer,27.51825689426146
2022-02-06,FlyDubai,Chennai,Dubai,Business,First Flyer,29.036473851234717
2022-02-07,FlyDubai,Chennai,Dubai,Business,First Flyer,28.074853168262837
2022-02-08,FlyDubai,Chennai,Dubai,Business,First Flyer,28.939471038727557
2022-02-09,FlyDubai,Chennai,Dubai,Business,First Flyer,28.612208410751496
2022-02-10,FlyDubai,Chennai,Dubai,Business,First Flyer,25.978121946573545
2022-02-11,FlyDubai,Chennai,Dubai,Business,First Flyer,27.183104469939153
2022-02-12,FlyDubai,Chennai,Dubai,Business,First Flyer,27.567784846927417
2022-02-13,FlyDubai,Chennai,Dubai,Business,First Flyer,29.08600180389963
2022-02-14,FlyDubai,Chennai,Dubai,Business,First Flyer,28.124381120929854
2022-02-15,FlyDubai,Chennai,Dubai,Business,First Flyer,28.98899899139101
2022-02-16,FlyDubai,Chennai,Dubai,Business,First Flyer,28.66173636341281
2022-02-17,FlyDubai,Chennai,Dubai,Business,First Flyer,26.027649899237723
2022-02-18,FlyDubai,Chennai,Dubai,Business,First Flyer,27.232632422605178
2022-02-19,FlyDubai,Chennai,Dubai,Business,First Flyer,27.61731279959443
2022-02-20,FlyDubai,Chennai,Dubai,Business,First Flyer,29.135529756564537
2022-02-21,FlyDubai,Chennai,Dubai,Business,First Flyer,28.173909073592615
2022-02-22,FlyDubai,Chennai,Dubai,Business,First Flyer,29.038526944056052
2022-02-23,FlyDubai,Chennai,Dubai,Business,First Flyer,28.711264316074125
2022-02-24,FlyDubai,Chennai,Dubai,Business,First Flyer,26.077177851901904
2022-02-25,FlyDubai,Chennai,Dubai,Business,First Flyer,27.282160375272248
2022-02-26,FlyDubai,Chennai,Dubai,Business,First Flyer,27.666840752256242
2022-02-27,FlyDubai,Chennai,Dubai,Business,First Flyer,29.185057709233767
2022-02-28,FlyDubai,Chennai,Dubai,Business,First Flyer,28.22343702626389
2022-03-01,FlyDubai,Chennai,Dubai,Business,First Flyer,29.088054896725815
2022-03-02,FlyDubai,Chennai,Dubai,Business,First Flyer,28.76079226874394
2022-03-03,FlyDubai,Chennai,Dubai,Business,First Flyer,26.12670580457148
2022-03-04,FlyDubai,Chennai,Dubai,Business,First Flyer,27.33168832793932
2022-03-05,FlyDubai,Chennai,Dubai,Business,First Flyer,27.71636870492326
2022-03-06,FlyDubai,Chennai,Dubai,Business,First Flyer,29.23458566190163
2022-03-07,FlyDubai,Chennai,Dubai,Business,First Flyer,28.272964978926648
2022-03-08,FlyDubai,Chennai,Dubai,Business,First Flyer,29.13758284939086
2022-03-09,FlyDubai,Chennai,Dubai,Business,First Flyer,28.810320221412034
2022-03-10,FlyDubai,Chennai,Dubai,Business,First Flyer,26.176233757238595
2022-03-11,FlyDubai,Chennai,Dubai,Business,First Flyer,27.381216280606388
2022-03-12,FlyDubai,Chennai,Dubai,Business,First Flyer,27.76589665758921
2022-03-13,FlyDubai,Chennai,Dubai,Business,First Flyer,29.284113614563584
2022-03-14,FlyDubai,Chennai,Dubai,Business,First Flyer,28.322492931592457
2022-03-15,FlyDubai,Chennai,Dubai,Business,First Flyer,29.187110802055898
2022-03-16,FlyDubai,Chennai,Dubai,Business,First Flyer,28.859848174077598
2022-03-17,FlyDubai,Chennai,Dubai,Business,First Flyer,26.225761709899842
2022-03-18,FlyDubai,Chennai,Dubai,Business,First Flyer,27.43074423327242
2022-03-19,FlyDubai,Chennai,Dubai,Business,First Flyer,27.815424610257292
2022-03-20,FlyDubai,Chennai,Dubai,Business,First Flyer,29.33364156723145
2022-03-21,FlyDubai,Chennai,Dubai,Business,First Flyer,28.372020884259477
2022-03-22,FlyDubai,Chennai,Dubai,Business,First Flyer,29.236638754720943
2022-03-23,FlyDubai,Chennai,Dubai,Business,First Flyer,28.909376126738916
2022-03-24,FlyDubai,Chennai,Dubai,Business,First Flyer,26.27528966256696
2022-03-25,FlyDubai,Chennai,Dubai,Business,First Flyer,27.48027218593396
2022-03-26,FlyDubai,Chennai,Dubai,Business,First Flyer,27.864952562918038
2022-03-27,FlyDubai,Chennai,Dubai,Business,First Flyer,29.38316951989636
2022-03-28,FlyDubai,Chennai,Dubai,Business,First Flyer,28.421548836926497
2022-03-29,FlyDubai,Chennai,Dubai,Business,First Flyer,29.28616670739071
2022-03-30,FlyDubai,Chennai,Dubai,Business,First Flyer,28.95890407941551
2022-03-31,FlyDubai,Chennai,Dubai,Business,First Flyer,26.32481761523408
2022-04-01,FlyDubai,Chennai,Dubai,Business,First Flyer,27.529800138601033
2022-04-02,FlyDubai,Chennai,Dubai,Business,First Flyer,27.914480515585055
2022-04-03,FlyDubai,Chennai,Dubai,Business,First Flyer,29.432697472561266
2022-04-04,FlyDubai,Chennai,Dubai,Business,First Flyer,28.471076789589254
2022-04-05,FlyDubai,Chennai,Dubai,Business,First Flyer,29.33569466004944
2022-04-06,FlyDubai,Chennai,Dubai,Business,First Flyer,29.008432032076826
2022-04-07,FlyDubai,Chennai,Dubai,Business,First Flyer,26.374345567895322
2022-04-08,FlyDubai,Chennai,Dubai,Business,First Flyer,27.5793280912681
2022-04-09,FlyDubai,Chennai,Dubai,Business,First Flyer,27.964008468252068
2022-04-10,FlyDubai,Chennai,Dubai,Business,First Flyer,29.482225425227544
2022-04-11,FlyDubai,Chennai,Dubai,Business,First Flyer,28.52060474225202
2022-04-12,FlyDubai,Chennai,Dubai,Business,First Flyer,29.38522261271921
2022-04-13,FlyDubai,Chennai,Dubai,Business,First Flyer,29.057959984742396
2022-04-14,FlyDubai,Chennai,Dubai,Business,First Flyer,26.423873520562445
2022-04-15,FlyDubai,Chennai,Dubai,Business,First Flyer,27.62885604393413
2022-04-16,FlyDubai,Chennai,Dubai,Business,First Flyer,28.01353642091909
2022-04-17,FlyDubai,Chennai,Dubai,Business,First Flyer,29.531753377895402
2022-04-18,FlyDubai,Chennai,Dubai,Business,First Flyer,28.570132694923295
2022-04-19,FlyDubai,Chennai,Dubai,Business,First Flyer,29.43475056538425
2022-04-20,FlyDubai,Chennai,Dubai,Business,First Flyer,29.107487937407964
2022-04-21,FlyDubai,Chennai,Dubai,Business,First Flyer,26.47340147323202
2022-04-22,FlyDubai,Chennai,Dubai,Business,First Flyer,27.678383996596715
2022-04-23,FlyDubai,Chennai,Dubai,Business,First Flyer,28.063064373585046
2022-04-24,FlyDubai,Chennai,Dubai,Business,First Flyer,29.58128133055736
2022-04-25,FlyDubai,Chennai,Dubai,Business,First Flyer,28.619660647586052
2022-04-26,FlyDubai,Chennai,Dubai,Business,First Flyer,29.484278518047706
2022-04-27,FlyDubai,Chennai,Dubai,Business,First Flyer,29.157015890073527
2022-04-28,FlyDubai,Chennai,Dubai,Business,First Flyer,26.522929425899136
2022-04-29,FlyDubai,Chennai,Dubai,Business,First Flyer,27.72791194926274
2022-04-30,FlyDubai,Chennai,Dubai,Business,First Flyer,28.11259232625206
2022-05-01,FlyDubai,Chennai,Dubai,Business,First Flyer,29.630809283225222
2022-05-02,FlyDubai,Chennai,Dubai,Business,First Flyer,28.669188600251857
2022-05-03,FlyDubai,Chennai,Dubai,Business,First Flyer,29.533806470712747
2022-05-04,FlyDubai,Chennai,Dubai,Business,First Flyer,29.206543842734842
2022-05-05,FlyDubai,Chennai,Dubai,Business,First Flyer,26.57245737856038
2022-05-06,FlyDubai,Chennai,Dubai,Business,First Flyer,27.777439901928773
2022-05-07,FlyDubai,Chennai,Dubai,Business,First Flyer,28.162120278913868
2022-05-08,FlyDubai,Chennai,Dubai,Business,First Flyer,29.680337235890132
2022-05-09,FlyDubai,Chennai,Dubai,Business,First Flyer,28.718716552918877
2022-05-10,FlyDubai,Chennai,Dubai,Business,First Flyer,29.583334423382514
2022-05-11,FlyDubai,Chennai,Dubai,Business,First Flyer,29.256071795404658
2022-05-12,FlyDubai,Chennai,Dubai,Business,First Flyer,26.621985331227496
2022-05-13,FlyDubai,Chennai,Dubai,Business,First Flyer,27.82696785459688
2022-05-14,FlyDubai,Chennai,Dubai,Business,First Flyer,28.211648231580888
2022-05-15,FlyDubai,Chennai,Dubai,Business,First Flyer,29.729865188557998
2022-05-16,FlyDubai,Chennai,Dubai,Business,First Flyer,28.7682445055859
2022-05-17,FlyDubai,Chennai,Dubai,Business,First Flyer,29.63286237605228
2022-05-18,FlyDubai,Chennai,Dubai,Business,First Flyer,29.305599748072755
2022-05-19,FlyDubai,Chennai,Dubai,Business,First Flyer,26.67151328389168
2022-05-20,FlyDubai,Chennai,Dubai,Business,First Flyer,27.876495807262913
2022-05-21,FlyDubai,Chennai,Dubai,Business,First Flyer,28.261176184246843
2022-05-22,FlyDubai,Chennai,Dubai,Business,First Flyer,29.779393141219952
2022-05-23,FlyDubai,Chennai,Dubai,Business,First Flyer,28.817772458247447
2022-05-24,FlyDubai,Chennai,Dubai,Business,First Flyer,29.682390328712597
2022-05-25,FlyDubai,Chennai,Dubai,Business,First Flyer,29.35512770073832
2022-05-26,FlyDubai,Chennai,Dubai,Business,First Flyer,26.721041236561252
2022-05-27,FlyDubai,Chennai,Dubai,Business,First Flyer,27.926023759929983
2022-05-28,FlyDubai,Chennai,Dubai,Business,First Flyer,28.31070413691492
2022-05-29,FlyDubai,Chennai,Dubai,Business,First Flyer,29.82892109388918
2022-05-30,FlyDubai,Chennai,Dubai,Business,First Flyer,28.867300410918727
2022-05-31,FlyDubai,Chennai,Dubai,Business,First Flyer,29.731918281382363
2022-06-01,FlyDubai,Chennai,Dubai,Business,First Flyer,29.404655653399633
2022-06-02,FlyDubai,Chennai,Dubai,Business,First Flyer,26.770569189225434
2022-06-03,FlyDubai,Chennai,Dubai,Business,First Flyer,27.97555171259048
2022-06-04,FlyDubai,Chennai,Dubai,Business,First Flyer,28.360232089580872
2022-06-05,FlyDubai,Chennai,Dubai,Business,First Flyer,29.878449046554085
2022-06-06,FlyDubai,Chennai,Dubai,Business,First Flyer,28.916828363581484
2022-06-07,FlyDubai,Chennai,Dubai,Business,First Flyer,29.78144623404741
2022-06-08,FlyDubai,Chennai,Dubai,Business,First Flyer,29.454183606069456
2022-06-09,FlyDubai,Chennai,Dubai,Business,First Flyer,26.820097141892557
2022-06-10,FlyDubai,Chennai,Dubai,Business,First Flyer,28.0250796652586
2022-06-11,FlyDubai,Chennai,Dubai,Business,First Flyer,28.40976004224683
2022-06-12,FlyDubai,Chennai,Dubai,Business,First Flyer,29.927976999219
2022-06-13,FlyDubai,Chennai,Dubai,Business,First Flyer,28.966356316248508
2022-06-14,FlyDubai,Chennai,Dubai,Business,First Flyer,29.830974186710865
2022-06-15,FlyDubai,Chennai,Dubai,Business,First Flyer,29.503711558730767
2022-06-16,FlyDubai,Chennai,Dubai,Business,First Flyer,26.8696250945538
2022-06-17,FlyDubai,Chennai,Dubai,Business,First Flyer,28.074607617924624
2022-06-18,FlyDubai,Chennai,Dubai,Business,First Flyer,28.459287994914906
2022-06-19,FlyDubai,Chennai,Dubai,Business,First Flyer,29.97750495188527
2022-06-20,FlyDubai,Chennai,Dubai,Business,First Flyer,29.015884268911265
2022-06-21,FlyDubai,Chennai,Dubai,Business,First Flyer,29.880502139375906
2022-06-22,FlyDubai,Chennai,Dubai,Business,First Flyer,29.55323951139886
2022-06-23,FlyDubai,Chennai,Dubai,Business,First Flyer,26.91915304722092
2022-06-24,FlyDubai,Chennai,Dubai,Business,First Flyer,28.124135570591694
2022-06-25,FlyDubai,Chennai,Dubai,Business,First Flyer,28.508815947575656
2022-06-26,FlyDubai,Chennai,Dubai,Business,First Flyer,30.02703290455313
2022-06-27,FlyDubai,Chennai,Dubai,Business,First Flyer,29.06541222158254
2022-06-28,FlyDubai,Chennai,Dubai,Business,First Flyer,29.93003009204567
2022-06-29,FlyDubai,Chennai,Dubai,Business,First Flyer,29.602767464068677
2022-06-30,FlyDubai,Chennai,Dubai,Business,First Flyer,26.96868099989049
2022-07-01,FlyDubai,Chennai,Dubai,Business,First Flyer,28.17366352325877
2022-07-02,FlyDubai,Chennai,Dubai,Business,First Flyer,28.558343900242676
2022-07-03,FlyDubai,Chennai,Dubai,Business,First Flyer,30.076560857215092
2022-07-04,FlyDubai,Chennai,Dubai,Business,First Flyer,29.114940174245305
2022-07-05,FlyDubai,Chennai,Dubai,Business,First Flyer,29.979558044705993
2022-07-06,FlyDubai,Chennai,Dubai,Business,First Flyer,29.652295416729995
2022-07-07,FlyDubai,Chennai,Dubai,Business,First Flyer,27.018208952557615
2022-07-08,FlyDubai,Chennai,Dubai,Business,First Flyer,28.223191475925837
2022-07-09,FlyDubai,Chennai,Dubai,Business,First Flyer,28.60787185290863
2022-07-10,FlyDubai,Chennai,Dubai,Business,First Flyer,30.126088809882955
2022-07-11,FlyDubai,Chennai,Dubai,Business,First Flyer,29.16446812691111
2022-07-12,FlyDubai,Chennai,Dubai,Business,First Flyer,30.029085997375756
2022-07-13,FlyDubai,Chennai,Dubai,Business,First Flyer,29.70182336939556
2022-07-14,FlyDubai,Chennai,Dubai,Business,First Flyer,27.067736905218858
2022-07-15,FlyDubai,Chennai,Dubai,Business,First Flyer,28.272719428591866
2022-07-16,FlyDubai,Chennai,Dubai,Business,First Flyer,28.6573998055715
2022-07-17,FlyDubai,Chennai,Dubai,Business,First Flyer,30.175616762550817
2022-07-18,FlyDubai,Chennai,Dubai,Business,First Flyer,29.21399607957813
2022-07-19,FlyDubai,Chennai,Dubai,Business,First Flyer,30.078613950039212
2022-07-20,FlyDubai,Chennai,Dubai,Business,First Flyer,29.751351322061126
2022-07-21,FlyDubai,Chennai,Dubai,Business,First Flyer,27.117264857885974
2022-07-22,FlyDubai,Chennai,Dubai,Business,First Flyer,28.322247381254446
2022-07-23,FlyDubai,Chennai,Dubai,Business,First Flyer,28.706927758237452
2022-07-24,FlyDubai,Chennai,Dubai,Business,First Flyer,30.225144715215723
2022-07-25,FlyDubai,Chennai,Dubai,Business,First Flyer,29.26352403224515
2022-07-26,FlyDubai,Chennai,Dubai,Business,First Flyer,30.12814190270898
2022-07-27,FlyDubai,Chennai,Dubai,Business,First Flyer,29.80087927473347
2022-07-28,FlyDubai,Chennai,Dubai,Business,First Flyer,27.166792810553094
2022-07-29,FlyDubai,Chennai,Dubai,Business,First Flyer,28.371775333920475
2022-07-30,FlyDubai,Chennai,Dubai,Business,First Flyer,28.75645571090447
2022-07-31,FlyDubai,Chennai,Dubai,Business,First Flyer,30.274672667880633
2022-08-01,FlyDubai,Chennai,Dubai,Business,First Flyer,29.313051984907904
2022-08-02,FlyDubai,Chennai,Dubai,Business,First Flyer,30.177669855369295
2022-08-03,FlyDubai,Chennai,Dubai,Business,First Flyer,29.850407227394783
2022-08-04,FlyDubai,Chennai,Dubai,Business,First Flyer,27.216320763214338
2022-08-05,FlyDubai,Chennai,Dubai,Business,First Flyer,28.421303286587545
2022-08-06,FlyDubai,Chennai,Dubai,Business,First Flyer,28.80598366357148
2022-08-07,FlyDubai,Chennai,Dubai,Business,First Flyer,30.32420062054691
2022-08-08,FlyDubai,Chennai,Dubai,Business,First Flyer,29.362579937579188
2022-08-09,FlyDubai,Chennai,Dubai,Business,First Flyer,30.22719780803906
2022-08-10,FlyDubai,Chennai,Dubai,Business,First Flyer,29.899935180064606
2022-08-11,FlyDubai,Chennai,Dubai,Business,First Flyer,27.26584871588146
2022-08-12,FlyDubai,Chennai,Dubai,Business,First Flyer,28.47083123924805
2022-08-13,FlyDubai,Chennai,Dubai,Business,First Flyer,28.855511616238502
2022-08-14,FlyDubai,Chennai,Dubai,Business,First Flyer,30.37372857321477
2022-08-15,FlyDubai,Chennai,Dubai,Business,First Flyer,29.412107890241945
2022-08-16,FlyDubai,Chennai,Dubai,Business,First Flyer,30.276725760704103
2022-08-17,FlyDubai,Chennai,Dubai,Business,First Flyer,29.949463132725917
2022-08-18,FlyDubai,Chennai,Dubai,Business,First Flyer,27.315376668551036
2022-08-19,FlyDubai,Chennai,Dubai,Business,First Flyer,28.52035919191616
2022-08-20,FlyDubai,Chennai,Dubai,Business,First Flyer,28.90503956890446
2022-08-21,FlyDubai,Chennai,Dubai,Business,First Flyer,30.423256525876727
2022-08-22,FlyDubai,Chennai,Dubai,Business,First Flyer,29.461635842903494
2022-08-23,FlyDubai,Chennai,Dubai,Business,First Flyer,30.32625371336756
2022-08-24,FlyDubai,Chennai,Dubai,Business,First Flyer,29.998991085391488
2022-08-25,FlyDubai,Chennai,Dubai,Business,First Flyer,27.364904621215214
2022-08-26,FlyDubai,Chennai,Dubai,Business,First Flyer,28.569887144582186
2022-08-27,FlyDubai,Chennai,Dubai,Business,First Flyer,28.954567521572535
2022-08-28,FlyDubai,Chennai,Dubai,Business,First Flyer,30.47278447854459
2022-08-29,FlyDubai,Chennai,Dubai,Business,First Flyer,29.51116379557051
2022-08-30,FlyDubai,Chennai,Dubai,Business,First Flyer,30.375781666032598
2022-08-31,FlyDubai,Chennai,Dubai,Business,First Flyer,30.048519038052806
2022-09-01,FlyDubai,Chennai,Dubai,Business,First Flyer,27.4144325738794
2022-09-02,FlyDubai,Chennai,Dubai,Business,First Flyer,28.619415097248222
2022-09-03,FlyDubai,Chennai,Dubai,Business,First Flyer,29.00409547423329
