Date_of_Journey,Airline,Source,Destination,Product,Customer,Booking
2022-11-27,FlyDubai,Chennai,Dubai,First Class,First Flyer,52.24117082235295
2022-11-28,FlyDubai,Chennai,Dubai,First Class,First Flyer,56.43652150665915
2022-11-29,FlyDubai,Chennai,Dubai,First Class,First Flyer,53.519840973246396
2022-11-30,FlyDubai,Chennai,Dubai,First Class,First Flyer,54.49785963810964
2022-12-01,FlyDubai,Chennai,Dubai,First Class,First Flyer,54.57273386863114
2022-12-02,FlyDubai,Chennai,Dubai,First Class,First Flyer,54.20418378112206
2022-12-03,FlyDubai,Chennai,Dubai,First Class,First Flyer,53.02254950541832
2022-12-04,FlyDubai,Chennai,Dubai,First Class,First Flyer,52.32611250892252
2022-12-05,FlyDubai,Chennai,Dubai,First Class,First Flyer,56.52146319323899
2022-12-06,FlyDubai,Chennai,Dubai,First Class,First Flyer,53.60478265982138
2022-12-07,FlyDubai,Chennai,Dubai,First Class,First Flyer,54.58280132468109
2022-12-08,FlyDubai,Chennai,Dubai,First Class,First Flyer,54.65767555520436
2022-12-09,FlyDubai,Chennai,Dubai,First Class,First Flyer,54.28912546770547
2022-12-10,FlyDubai,Chennai,Dubai,First Class,First Flyer,53.1074911919977
2022-12-11,FlyDubai,Chennai,Dubai,First Class,First Flyer,52.41105419550197
2022-12-12,FlyDubai,Chennai,Dubai,First Class,First Flyer,56.606404879817745
2022-12-13,FlyDubai,Chennai,Dubai,First Class,First Flyer,53.68972434639944
2022-12-14,FlyDubai,Chennai,Dubai,First Class,First Flyer,54.66774301126469
2022-12-15,FlyDubai,Chennai,Dubai,First Class,First Flyer,54.74261724178149
2022-12-16,FlyDubai,Chennai,Dubai,First Class,First Flyer,54.37406715428071
2022-12-17,FlyDubai,Chennai,Dubai,First Class,First Flyer,53.19243287857031
2022-12-18,FlyDubai,Chennai,Dubai,First Class,First Flyer,52.49599588208141
2022-12-19,FlyDubai,Chennai,Dubai,First Class,First Flyer,56.69134656639649
2022-12-20,FlyDubai,Chennai,Dubai,First Class,First Flyer,53.774666032984214
2022-12-21,FlyDubai,Chennai,Dubai,First Class,First Flyer,54.75268469784223
2022-12-22,FlyDubai,Chennai,Dubai,First Class,First Flyer,54.827558928362585
2022-12-23,FlyDubai,Chennai,Dubai,First Class,First Flyer,54.45900884086408
2022-12-24,FlyDubai,Chennai,Dubai,First Class,First Flyer,53.27737456515646
2022-12-25,FlyDubai,Chennai,Dubai,First Class,First Flyer,52.58093756866492
2022-12-26,FlyDubai,Chennai,Dubai,First Class,First Flyer,56.77628825297634
2022-12-27,FlyDubai,Chennai,Dubai,First Class,First Flyer,53.85960771956227
2022-12-28,FlyDubai,Chennai,Dubai,First Class,First Flyer,54.83762638441974
2022-12-29,FlyDubai,Chennai,Dubai,First Class,First Flyer,54.91250061494367
2022-12-30,FlyDubai,Chennai,Dubai,First Class,First Flyer,54.54395052744745
2022-12-31,FlyDubai,Chennai,Dubai,First Class,First Flyer,53.36231625173313
2021-01-01,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.88569807962311
2021-01-02,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.91266686036991
2021-01-03,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.89310401892143
2021-01-04,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.103014973071765
2021-01-05,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.238146740479316
2021-01-06,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.93064638577796
2021-01-07,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.700114297401115
2021-01-08,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.87709336581035
2021-01-09,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.90406214655517
2021-01-10,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.88449930511407
2021-01-11,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.09441025925907
2021-01-12,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.22954202667129
2021-01-13,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.92204167196059
2021-01-14,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.69150958418393
2021-01-15,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.86848865318982
2021-01-16,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.89545743452891
2021-01-17,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.875894593681075
2021-01-18,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.08580554842263
2021-01-19,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.22093731642724
2021-01-20,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.91343696232244
2021-01-21,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.682904874543446
2021-01-22,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.859883943550805
2021-01-23,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.88685272488685
2021-01-24,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.86728988404188
2021-01-25,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.077200837962074
2021-01-26,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.21233260514929
2021-01-27,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.90483225020913
2021-01-28,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.67430016161751
2021-01-29,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.85127922980108
2021-01-30,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.87824801031686
2021-01-31,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.85868516865042
2021-02-01,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.068596122573354
2021-02-02,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.20372788975637
2021-02-03,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.896227534827844
2021-02-04,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.66569544623267
2021-02-05,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.84267451441453
2021-02-06,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.86964329377054
2021-02-07,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.85008045093772
2021-02-08,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.05999140369582
2021-02-09,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.195123169713504
2021-02-10,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.88762281361905
2021-02-11,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.657090723859824
2021-02-12,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.834069790881514
2021-02-13,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.8610385702385
2021-02-14,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.841475727405694
2021-02-15,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.051386680161485
2021-02-16,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.186518446181815
2021-02-17,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.879018090084394
2021-02-18,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.648485999222494
2021-02-19,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.8254650651403
2021-02-20,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.85243384338973
2021-02-21,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.83287099945408
2021-02-22,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.04278195110935
2021-02-23,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.17791371602122
2021-02-24,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.87041335882349
2021-02-25,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.63988126795285
2021-02-26,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.81686033387119
2021-02-27,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.843829112118634
2021-02-28,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.82426626818027
2021-03-01,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.03417722024826
2021-03-02,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.169308985576485
2021-03-03,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.861808628788765
2021-03-04,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.631276538340394
2021-03-05,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.808255604668
2021-03-06,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.83522438333363
2021-03-07,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.81566153980292
2021-03-08,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.025572491870925
2021-03-09,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.16070425719675
2021-03-10,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.85320390041247
2021-03-11,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.62267180995656
2021-03-12,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.79965087628694
2021-03-13,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.82661965386637
2021-03-14,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.80705680925148
2021-03-15,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.01696776023245
2021-03-16,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.15209952446883
2021-03-17,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.84459916659625
2021-03-18,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.61406707506083
2021-03-19,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.79104614029951
2021-03-20,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.818014917877086
2021-03-21,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.798452073262084
2021-03-22,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.00836302424507
2021-03-23,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.14349478848612
2021-03-24,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.83599443063241
2021-03-25,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.605462339121615
2021-03-26,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.782441404377415
2021-03-27,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.8094101819748
2021-03-28,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.789847337386206
2021-03-29,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.99975828838404
2021-03-30,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.134890052643165
2021-03-31,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.827389694792814
2021-04-01,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.5968576032809
2021-04-02,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.77383666854335
2021-04-03,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.80080544613782
2021-04-04,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.781242601549245
2021-04-05,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.991153552060005
2021-04-06,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.12628531582319
2021-04-07,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.818784957475046
2021-04-08,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.58825286546479
2021-04-09,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.76523193023111
2021-04-10,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.7922007073317
2021-04-11,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.77263786225101
2021-04-12,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.98254881275673
2021-04-13,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.117680576520755
2021-04-14,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.810180218177855
2021-04-15,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.57964812616525
2021-04-16,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.75662719093506
2021-04-17,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.78359596828839
2021-04-18,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.76403312346704
2021-04-19,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.973944074226104
2021-04-20,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.10907583825031
2021-04-21,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.80157548016837
2021-04-22,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.571043388410985
2021-04-23,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.74802245343592
2021-04-24,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.774991230798186
2021-04-25,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.75542838597161
2021-04-26,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.96533933673068
2021-04-27,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.1004711007525
2021-04-28,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.79297074202859
2021-04-29,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.56243864962993
2021-04-30,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.73941771401982
2021-05-01,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.76638649074407
2021-05-02,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.74682364527852
2021-05-03,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.95673459540134
2021-05-04,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.09186635878813
2021-05-05,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.78436600006304
2021-05-06,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.5538339076655
2021-05-07,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.73081297205367
2021-05-08,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.75778174877299
2021-05-09,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.738218903307455
2021-05-10,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.948129853937964
2021-05-11,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.083261617835056
2021-05-12,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.77576125960628
2021-05-13,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.54522916771846
2021-05-14,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.722208232609866
2021-05-15,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.74917700983593
2021-05-16,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.729614164875926
2021-05-17,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.939525115504125
2021-05-18,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.07465687939752
2021-05-19,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.767156521178514
2021-05-20,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.53662442928837
2021-05-21,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.71360349418123
2021-05-22,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.74057227201289
2021-05-23,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.72100942764845
2021-05-24,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.93092037888235
2021-05-25,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.06605214337532
2021-05-26,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.758551785749376
2021-05-27,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.528019694462216
2021-05-28,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.704998759953305
2021-05-29,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.73196753778607
2021-05-30,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.71240469342151
2021-05-31,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.92231564465312
2021-06-01,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.05744740914693
2021-06-02,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.74994705129055
2021-06-03,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.519414959770586
2021-06-04,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.69639402502432
2021-06-05,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.723362802616606
2021-06-06,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.703799958020916
2021-06-07,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.91371090901496
2021-06-08,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.04884267327073
2021-06-09,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.741342315411366
2021-06-10,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.510810223890275
2021-06-11,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.687789289146785
2021-06-12,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.714758066739925
2021-06-13,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.69519522214437
2021-06-14,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.90510617290482
2021-06-15,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.04023793692186
2021-06-16,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.7327375788232
2021-06-17,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.5022054870687
2021-06-18,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.679184552091485
2021-06-19,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.70615332944552
2021-06-20,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.68659048461624
2021-06-21,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.89650143537672
2021-06-22,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.03163319939591
2021-06-23,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.72413284130251
2021-06-24,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.493600749539276
2021-06-25,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.67057981456259
2021-06-26,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.697548591785356
2021-06-27,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.67798574682406
2021-06-28,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.88789669745495
2021-06-29,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.02302846134184
2021-06-30,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.715528103122516
2021-07-01,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.48499601123404
2021-07-02,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.6619750761286
2021-07-03,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.68894385335746
2021-07-04,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.66938100839082
2021-07-05,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.879291959021714
2021-07-06,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.01442372291257
2021-07-07,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.70692336575872
2021-07-08,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.476391274936326
2021-07-09,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.65337034089687
2021-07-10,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.680339119195
2021-07-11,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.66077627529963
2021-07-12,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.87068722699894
2021-07-13,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.00581899195581
2021-07-14,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.69831863480073
2021-07-15,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.467786543979514
2021-07-16,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.6447656099447
2021-07-17,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.67173438823802
2021-07-18,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.65217154433981
2021-07-19,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.862082495794326
2021-07-20,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.9972142605063
2021-07-21,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.68971390309872
2021-07-22,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.459181812030806
2021-07-23,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.63616087773882
2021-07-24,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.66312965578356
2021-07-25,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.643566811643154
2021-07-26,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.85347776308801
2021-07-27,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.98860952779627
2021-07-28,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.68110917039206
2021-07-29,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.450577079323025
2021-07-30,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.62755614503769
2021-07-31,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.65452492278633
2021-08-01,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.63496207835276
2021-08-02,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.8448730295122
2021-08-03,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.98000479392618
2021-08-04,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.67250443623227
2021-08-05,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.441972344866485
2021-08-06,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.6189514102833
2021-08-07,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.64592018802996
2021-08-08,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.62635734359913
2021-08-09,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.83626829475354
2021-08-10,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.97140005916838
2021-08-11,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.663899701329235
2021-08-12,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.43336760982347
2021-08-13,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.61034667509676
2021-08-14,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.637315452697514
2021-08-15,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.61775260812442
2021-08-16,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.82766355913056
2021-08-17,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.962795323404
2021-08-18,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.655294965563606
2021-08-19,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.42476287406018
2021-08-20,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.601741939331056
2021-08-21,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.62871071694062
2021-08-22,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.60914787236242
2021-08-23,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.81905882318269
2021-08-24,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.95419058725773
2021-08-25,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.64669022922342
2021-08-26,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.416158137526764
2021-08-27,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.59313720261062
2021-08-28,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.620105980030345
2021-08-29,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.6005431352611
2021-08-30,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.810454086079055
2021-08-31,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.9455858501631
2021-09-01,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.63808549213227
2021-09-02,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.407553400432064
2021-09-03,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.58453246523424
2021-09-04,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.61150124236906
2021-09-05,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.59193839731984
2021-09-06,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.80184934785985
2021-09-07,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.93698111165588
2021-09-08,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.62948075334844
2021-09-09,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.398948661367136
2021-09-10,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.5759277261721
2021-09-11,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.602896503315975
2021-09-12,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.58333365825868
2021-09-13,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.793244608796385
2021-09-14,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.928376372599615
2021-09-15,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.62087601418657
2021-09-16,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.39034392210365
2021-09-17,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.567322986800406
2021-09-18,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.594291763836786
2021-09-19,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.57472891867789
2021-09-20,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.78463986911617
2021-09-21,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.91977163281384
2021-09-22,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.61227127439321
2021-09-23,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.38173918231263
2021-09-24,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.558718247009914
2021-09-25,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.58568702404443
2021-09-26,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.566124178882696
2021-09-27,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.77603760297979
2021-09-28,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,58.911171840338504
2021-09-29,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.603673955579694
2021-09-30,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,60.37314433716036
2021-10-01,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,62.55012587551138
2021-10-02,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.57709712620243
2021-10-03,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,59.557536754706334
2021-10-04,FlyDubai,Chennai,Dubai,First Class,Frequent Flyer,57.76745017879882
