Date_of_Journey,Airline,Source,Destination,Product,Customer,Revenue
2022-01-08,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,373445.64424957015
2022-01-09,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,382210.26369592507
2022-01-10,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,388784.22050758795
2022-01-11,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,372776.3418989256
2022-01-12,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,376653.996077263
2022-01-13,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,387272.5743213755
2022-01-14,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,397403.5127913132
2022-01-15,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,373206.4050640995
2022-01-16,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,381971.0245104908
2022-01-17,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,388544.9813221241
2022-01-18,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,372537.1027134682
2022-01-19,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,376414.75689175515
2022-01-20,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,387033.3351359175
2022-01-21,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,397164.27360583114
2022-01-22,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,372967.16587860475
2022-01-23,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,381731.7853249915
2022-01-24,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,388305.74213664007
2022-01-25,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,372297.8635279514
2022-01-26,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,376175.51770629984
2022-01-27,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,386794.09595045965
2022-01-28,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,396925.03442034905
2022-01-29,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,372727.92669310997
2022-01-30,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,381492.5461395038
2022-01-31,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,388066.50295117626
2022-02-01,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,372058.624342494
2022-02-02,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,375936.2785208258
2022-02-03,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,386554.85676500166
2022-02-04,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,396685.79523493577
2022-02-05,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,372488.68750766345
2022-02-06,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,381253.306954037
2022-02-07,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,387827.26376571244
2022-02-08,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,371819.3851570069
2022-02-09,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,375697.03933538945
2022-02-10,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,386315.6175794813
2022-02-11,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,396446.5560494428
2022-02-12,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,372249.44832216867
2022-02-13,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,381014.06776857027
2022-02-14,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,387588.0245802486
2022-02-15,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,371580.1459715818
2022-02-16,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,375457.8001499154
2022-02-17,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,386076.3783940233
2022-02-18,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,396207.31686397165
2022-02-19,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,372010.20913669805
2022-02-20,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,380774.8285831035
2022-02-21,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,387348.7853947503
2022-02-22,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,371340.90678609477
2022-02-23,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,375218.56096444116
2022-02-24,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,385837.1392085654
2022-02-25,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,395968.07767848956
2022-02-26,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,371770.96995126625
2022-02-27,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,380535.58939761575
2022-02-28,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,387109.54620932095
2022-03-01,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,371101.6676006373
2022-03-02,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,374979.3217790049
2022-03-03,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,385597.9000230405
2022-03-04,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,395728.8384930074
2022-03-05,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,371531.7307657956
2022-03-06,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,380296.35021218145
2022-03-07,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,386870.3070238227
2022-03-08,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,370862.4284151502
2022-03-09,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,374740.0825934781
2022-03-10,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,385358.660837587
2022-03-11,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,395489.5993075254
2022-03-12,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,371292.49158030085
2022-03-13,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,380057.1110266822
2022-03-14,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,386631.06783837307
2022-03-15,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,370623.1892296631
2022-03-16,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,374500.8434080229
2022-03-17,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,385119.4216521246
2022-03-18,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,395250.3601220542
2022-03-19,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,371053.25239485427
2022-03-20,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,379817.8718412479
2022-03-21,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,386391.8286529092
2022-03-22,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,370383.950044176
2022-03-23,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,374261.6042225487
2022-03-24,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,384880.1824666711
2022-03-25,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,395011.12093663006
2022-03-26,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,370814.0132093984
2022-03-27,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,379578.63265578117
2022-03-28,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,386152.5894674454
2022-03-29,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,370144.71085871855
2022-03-30,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,374022.3650370598
2022-03-31,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,384640.94328121765
2022-04-01,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,394771.8817511479
2022-04-02,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,370574.77402392775
2022-04-03,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,379339.3934703144
2022-04-04,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,385913.35028194706
2022-04-05,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,369905.4716732639
2022-04-06,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,373783.12585158565
2022-04-07,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,384401.70409575524
2022-04-08,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,394532.6425656659
2022-04-09,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,370335.53483845707
2022-04-10,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,379100.1542847942
2022-04-11,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,385674.1110964488
2022-04-12,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,369666.2324878064
2022-04-13,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,373543.88666613045
2022-04-14,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,384162.4649103018
2022-04-15,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,394293.4033801947
2022-04-16,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,370096.29565298645
2022-04-17,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,378860.9150993599
2022-04-18,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,385434.87191101944
2022-04-19,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,369426.9933023193
2022-04-20,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,373304.64748067525
2022-04-21,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,383923.22572477686
2022-04-22,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,394054.1641947597
2022-04-23,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,369857.05646749167
2022-04-24,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,378621.67591386056
2022-04-25,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,385195.6327255211
2022-04-26,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,369187.75411689427
2022-04-27,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,373065.40829522
2022-04-28,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,383683.9865393234
2022-04-29,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,393814.9250092884
2022-04-30,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,369617.81728202105
2022-05-01,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,378382.4367284263
2022-05-02,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,384956.39354007156
2022-05-03,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,368948.5149314072
2022-05-04,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,372826.1691097459
2022-05-05,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,383444.747353861
2022-05-06,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,393575.6858238173
2022-05-07,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,369378.5780965892
2022-05-08,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,378143.19754295953
2022-05-09,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,384717.15435460774
2022-05-10,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,368709.2757459497
2022-05-11,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,372586.92992430954
2022-05-12,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,383205.50816840754
2022-05-13,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,393336.4466383243
2022-05-14,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,369139.3389111185
2022-05-15,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,377903.9583575253
2022-05-16,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,384477.91516914393
2022-05-17,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,368470.0365604923
2022-05-18,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,372347.6907387828
2022-05-19,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,382966.2689829495
2022-05-20,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,393097.20745285315
2022-05-21,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,368900.0997256238
2022-05-22,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,377664.71917202603
2022-05-23,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,384238.6759836599
2022-05-24,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,368230.7973749755
2022-05-25,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,372108.45155332756
2022-05-26,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,382727.0297974247
2022-05-27,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,392857.96826737106
2022-05-28,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,368660.8605401772
2022-05-29,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,377425.4799865383
2022-05-30,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,383999.43679823057
2022-05-31,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,367991.55818951805
2022-06-01,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,371869.21236785344
2022-06-02,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,382487.7906119667
2022-06-03,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,392618.7290819577
2022-06-04,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,368421.6213546825
2022-06-05,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,377186.2408010715
2022-06-06,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,383760.1976127323
2022-06-07,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,367752.319004031
2022-06-08,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,371629.97318241716
2022-06-09,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,382248.55142651324
2022-06-10,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,392379.4898964648
2022-06-11,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,368182.3821691877
2022-06-12,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,376947.00161560473
2022-06-13,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,383520.95842726843
2022-06-14,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,367513.0798186059
2022-06-15,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,371390.73399694305
2022-06-16,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,382009.31224105076
2022-06-17,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,392140.2507109936
2022-06-18,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,367943.1429837412
2022-06-19,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,376707.76243008446
2022-06-20,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,383281.7192417701
2022-06-21,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,367273.8406331189
2022-06-22,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,371151.4948114162
2022-06-23,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,381770.0730555973
2022-06-24,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,391901.01152551157
2022-06-25,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,367703.9037982853
2022-06-26,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,376468.5232446502
2022-06-27,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,383042.4800563408
2022-06-28,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,367034.6014476613
2022-06-29,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,370912.25562598
2022-06-30,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,381530.83387007244
2022-07-01,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,391661.7723400294
2022-07-02,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,367464.66461281467
2022-07-03,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,376229.28405915096
2022-07-04,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,382803.2408708424
2022-07-05,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,366795.3622621447
2022-07-06,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,370673.0164405058
2022-07-07,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,381291.59468461893
2022-07-08,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,391422.5331545474
2022-07-09,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,367225.4254273199
2022-07-10,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,375990.0448737167
2022-07-11,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,382564.0016853929
2022-07-12,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,366556.1230766871
2022-07-13,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,370433.7772550506
2022-07-14,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,381052.3554991566
2022-07-15,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,391183.2939690762
2022-07-16,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,366986.18624191225
2022-07-17,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,375750.8056882824
2022-07-18,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,382324.76249992906
2022-07-19,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,366316.8838912621
2022-07-20,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,370194.53806959535
2022-07-21,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,380813.11631370307
2022-07-22,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,390944.0547836412
2022-07-23,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,366746.94705641747
2022-07-24,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,375511.5665028157
2022-07-25,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,382085.5233144653
2022-07-26,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,366077.64470580465
2022-07-27,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,369955.29888408753
2022-07-28,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,380573.8771282496
2022-07-29,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,390704.8155981699
2022-07-30,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,366507.70787094685
2022-07-31,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,375272.32731734886
2022-08-01,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,381846.284128967
2022-08-02,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,365838.4055202879
2022-08-03,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,369716.05969861336
2022-08-04,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,380334.63794278714
2022-08-05,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,390465.5764126879
2022-08-06,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,366268.46868547617
2022-08-07,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,375033.0881318285
2022-08-08,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,381607.0449435376
2022-08-09,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,365599.16633483046
2022-08-10,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,369476.8205131771
2022-08-11,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,380095.3987573337
2022-08-12,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,390226.3372272746
2022-08-13,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,366029.2295000055
2022-08-14,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,374793.8489463943
2022-08-15,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,381367.8057580393
2022-08-16,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,365359.92714934336
2022-08-17,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,369237.58132770297
2022-08-18,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,379856.1595718088
2022-08-19,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,389987.0980417817
2022-08-20,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,365789.99031451077
2022-08-21,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,374554.609760895
2022-08-22,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,381128.5665725553
2022-08-23,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,365120.6879639183
2022-08-24,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,368998.3421422477
2022-08-25,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,379616.9203863509
2022-08-26,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,389747.8588563104
2022-08-27,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,365550.7511290641
2022-08-28,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,374315.3705754608
2022-08-29,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,380889.32738709147
2022-08-30,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,364881.4487784312
2022-08-31,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,368759.1029567736
2022-09-01,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,379377.6812008929
2022-09-02,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,389508.6196708393
2022-09-03,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,365311.5119436083
2022-09-04,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,374076.131389994
2022-09-05,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,380650.08820162766
2022-09-06,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,364642.20959297376
2022-09-07,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,368519.8637713373
2022-09-08,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,379138.4420153725
2022-09-09,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,389269.38048534625
2022-09-10,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,365072.2727581376
2022-09-11,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,373836.8922045272
2022-09-12,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,380410.8490161638
2022-09-13,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,364402.970407457
2022-09-14,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,368280.6245858105
2022-09-15,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,378899.2028299146
2022-09-16,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,389030.14129987505
2022-09-17,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,364833.03357264295
2022-09-18,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,373597.65301900695
2022-09-19,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,380171.60983067984
2022-09-20,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,364163.73122199957
2022-09-21,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,368041.38540035527
2022-09-22,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,378659.96364445664
2022-09-23,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,388790.902114393
2022-09-24,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,364593.7943871963
2022-09-25,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,373358.4138335727
2022-09-26,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,379932.3706452504
2022-09-27,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,363924.4920365421
2022-09-28,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,367802.14621490013
2022-09-29,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,378420.72445899865
2022-09-30,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,388551.6629289688
2022-10-01,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,364354.5552017016
2022-10-02,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,373119.17464807344
2022-10-03,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,379693.13145975216
2022-10-04,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,363685.252851055
2022-10-05,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,367562.90702939214
2022-10-06,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,378181.48527354526
2022-10-07,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,388312.42374348675
2022-10-08,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,364115.31601620687
2022-10-09,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,372879.9354626392
2022-10-10,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,379453.89227428834
2022-10-11,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,363446.01366562996
2022-10-12,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,367323.6678439181
2022-10-13,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,377942.2460880828
2022-10-14,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,388073.18455801555
2022-10-15,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,363876.07683079917
2022-10-16,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,372640.69627711887
2022-10-17,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,379214.6530888245
2022-10-18,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,363206.77448014286
2022-10-19,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,367084.42865848175
2022-10-20,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,377703.0069026293
2022-10-21,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,387833.9453725335
2022-10-22,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,363636.8376453044
2022-10-23,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,372401.4570916846
2022-10-24,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,378975.41390336066
2022-10-25,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,362967.5352946854
2022-10-26,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,366845.18947300763
2022-10-27,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,377463.76771710446
2022-10-28,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,387594.70618705143
2022-10-29,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,363397.59845983377
2022-10-30,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,372162.21790618537
2022-10-31,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,378736.17471786233
2022-11-01,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,362728.2961092307
2022-11-02,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,366605.95028753346
2022-11-03,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,377224.5285316465
2022-11-04,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,387355.46700156934
2022-11-05,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,363158.3592743631
2022-11-06,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,371922.97872075107
2022-11-07,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,378496.93553241284
2022-11-08,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,362489.05692377326
2022-11-09,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,366366.71110207826
2022-11-10,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,376985.28934618854
2022-11-11,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,387116.22781609814
2022-11-12,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,362919.12008893135
2022-11-13,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,371683.7395353168
2022-11-14,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,378257.6963469489
2022-11-15,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,362249.8177382862
2022-11-16,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,366127.47191662306
2022-11-17,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,376746.05016073503
2022-11-18,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,386876.98863066314
2022-11-19,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,362679.88090343657
2022-11-20,FlyDubai,Chennai,Dubai,First Class,Rare Flyer,371444.50034981756
