Date_of_Journey,Airline,Source,Destination,Product,Customer,Revenue
2021-12-23,FlyDubai,Chennai,Dubai,Business,Rare Flyer,312941.3407528297
2021-12-24,FlyDubai,Chennai,Dubai,Business,Rare Flyer,326708.9263136725
2021-12-25,FlyDubai,Chennai,Dubai,Business,Rare Flyer,294280.45373277384
2021-12-26,FlyDubai,Chennai,Dubai,Business,Rare Flyer,298555.9159040572
2021-12-27,FlyDubai,Chennai,Dubai,Business,Rare Flyer,294284.9400163523
2021-12-28,FlyDubai,Chennai,Dubai,Business,Rare Flyer,298322.9876135876
2021-12-29,FlyDubai,Chennai,Dubai,Business,Rare Flyer,317792.0946004984
2021-12-30,FlyDubai,Chennai,Dubai,Business,Rare Flyer,312808.94785012264
2021-12-31,FlyDubai,Chennai,Dubai,Business,Rare Flyer,326576.53341093974
2022-01-01,FlyDubai,Chennai,Dubai,Business,Rare Flyer,294148.0608300424
2022-01-02,FlyDubai,Chennai,Dubai,Business,Rare Flyer,298423.52300131426
2022-01-03,FlyDubai,Chennai,Dubai,Business,Rare Flyer,294152.5471136239
2022-01-04,FlyDubai,Chennai,Dubai,Business,Rare Flyer,298190.5947107864
2022-01-05,FlyDubai,Chennai,Dubai,Business,Rare Flyer,317659.70169774164
2022-01-06,FlyDubai,Chennai,Dubai,Business,Rare Flyer,312676.5549473691
2022-01-07,FlyDubai,Chennai,Dubai,Business,Rare Flyer,326444.1405082069
2022-01-08,FlyDubai,Chennai,Dubai,Business,Rare Flyer,294015.66792737
2022-01-09,FlyDubai,Chennai,Dubai,Business,Rare Flyer,298291.1300985713
2022-01-10,FlyDubai,Chennai,Dubai,Business,Rare Flyer,294020.1542109138
2022-01-11,FlyDubai,Chennai,Dubai,Business,Rare Flyer,298058.2018081125
2022-01-12,FlyDubai,Chennai,Dubai,Business,Rare Flyer,317527.3087950331
2022-01-13,FlyDubai,Chennai,Dubai,Business,Rare Flyer,312544.16204466205
2022-01-14,FlyDubai,Chennai,Dubai,Business,Rare Flyer,326311.74760551803
2022-01-15,FlyDubai,Chennai,Dubai,Business,Rare Flyer,293883.2750246386
2022-01-16,FlyDubai,Chennai,Dubai,Business,Rare Flyer,298158.73719588446
2022-01-17,FlyDubai,Chennai,Dubai,Business,Rare Flyer,293887.7613082037
2022-01-18,FlyDubai,Chennai,Dubai,Business,Rare Flyer,297925.80890543864
2022-01-19,FlyDubai,Chennai,Dubai,Business,Rare Flyer,317394.91589227464
2022-01-20,FlyDubai,Chennai,Dubai,Business,Rare Flyer,312411.7691419317
2022-01-21,FlyDubai,Chennai,Dubai,Business,Rare Flyer,326179.3547027789
2022-01-22,FlyDubai,Chennai,Dubai,Business,Rare Flyer,293750.88212187256
2022-01-23,FlyDubai,Chennai,Dubai,Business,Rare Flyer,298026.3442930854
2022-01-24,FlyDubai,Chennai,Dubai,Business,Rare Flyer,293755.3684054088
2022-01-25,FlyDubai,Chennai,Dubai,Business,Rare Flyer,297793.4160026374
2022-01-26,FlyDubai,Chennai,Dubai,Business,Rare Flyer,317262.5229895661
2022-01-27,FlyDubai,Chennai,Dubai,Business,Rare Flyer,312279.3762392014
2022-01-28,FlyDubai,Chennai,Dubai,Business,Rare Flyer,326046.96180003975
2022-01-29,FlyDubai,Chennai,Dubai,Business,Rare Flyer,293618.4892191065
2022-01-30,FlyDubai,Chennai,Dubai,Business,Rare Flyer,297893.95139040746
2022-01-31,FlyDubai,Chennai,Dubai,Business,Rare Flyer,293622.9755026987
2022-02-01,FlyDubai,Chennai,Dubai,Business,Rare Flyer,297661.0230999635
2022-02-02,FlyDubai,Chennai,Dubai,Business,Rare Flyer,317130.1300868094
2022-02-03,FlyDubai,Chennai,Dubai,Business,Rare Flyer,312146.9833364711
2022-02-04,FlyDubai,Chennai,Dubai,Business,Rare Flyer,325914.5688973572
2022-02-05,FlyDubai,Chennai,Dubai,Business,Rare Flyer,293486.09631640976
2022-02-06,FlyDubai,Chennai,Dubai,Business,Rare Flyer,297761.5584876645
2022-02-07,FlyDubai,Chennai,Dubai,Business,Rare Flyer,293490.58259998856
2022-02-08,FlyDubai,Chennai,Dubai,Business,Rare Flyer,297528.63019722595
2022-02-09,FlyDubai,Chennai,Dubai,Business,Rare Flyer,316997.7371841491
2022-02-10,FlyDubai,Chennai,Dubai,Business,Rare Flyer,312014.5904337444
2022-02-11,FlyDubai,Chennai,Dubai,Business,Rare Flyer,325782.17599461175
2022-02-12,FlyDubai,Chennai,Dubai,Business,Rare Flyer,293353.70341364376
2022-02-13,FlyDubai,Chennai,Dubai,Business,Rare Flyer,297629.1655849215
2022-02-14,FlyDubai,Chennai,Dubai,Business,Rare Flyer,293358.18969727843
2022-02-15,FlyDubai,Chennai,Dubai,Business,Rare Flyer,297396.237294458
2022-02-16,FlyDubai,Chennai,Dubai,Business,Rare Flyer,316865.34428139235
2022-02-17,FlyDubai,Chennai,Dubai,Business,Rare Flyer,311882.1975310141
2022-02-18,FlyDubai,Chennai,Dubai,Business,Rare Flyer,325649.7830918789
2022-02-19,FlyDubai,Chennai,Dubai,Business,Rare Flyer,293221.3105109123
2022-02-20,FlyDubai,Chennai,Dubai,Business,Rare Flyer,297496.77268217853
2022-02-21,FlyDubai,Chennai,Dubai,Business,Rare Flyer,293225.79679450183
2022-02-22,FlyDubai,Chennai,Dubai,Business,Rare Flyer,297263.84439172054
2022-02-23,FlyDubai,Chennai,Dubai,Business,Rare Flyer,316732.95137863554
2022-02-24,FlyDubai,Chennai,Dubai,Business,Rare Flyer,311749.8046282838
2022-02-25,FlyDubai,Chennai,Dubai,Business,Rare Flyer,325517.3901891398
2022-02-26,FlyDubai,Chennai,Dubai,Business,Rare Flyer,293088.91760824
2022-02-27,FlyDubai,Chennai,Dubai,Business,Rare Flyer,297364.37977950054
2022-02-28,FlyDubai,Chennai,Dubai,Business,Rare Flyer,293093.4038918581
2022-03-01,FlyDubai,Chennai,Dubai,Business,Rare Flyer,297131.4514890466
2022-03-02,FlyDubai,Chennai,Dubai,Business,Rare Flyer,316600.55847597524
2022-03-03,FlyDubai,Chennai,Dubai,Business,Rare Flyer,311617.4117255339
2022-03-04,FlyDubai,Chennai,Dubai,Business,Rare Flyer,325384.9972864007
2022-03-05,FlyDubai,Chennai,Dubai,Business,Rare Flyer,292956.52470550855
2022-03-06,FlyDubai,Chennai,Dubai,Business,Rare Flyer,297231.98687681364
2022-03-07,FlyDubai,Chennai,Dubai,Business,Rare Flyer,292961.0109890816
2022-03-08,FlyDubai,Chennai,Dubai,Business,Rare Flyer,296999.0585863091
2022-03-09,FlyDubai,Chennai,Dubai,Business,Rare Flyer,316468.1655731686
2022-03-10,FlyDubai,Chennai,Dubai,Business,Rare Flyer,311485.0188228268
2022-03-11,FlyDubai,Chennai,Dubai,Business,Rare Flyer,325252.6043836615
2022-03-12,FlyDubai,Chennai,Dubai,Business,Rare Flyer,292824.1318027425
2022-03-13,FlyDubai,Chennai,Dubai,Business,Rare Flyer,297099.59397401457
2022-03-14,FlyDubai,Chennai,Dubai,Business,Rare Flyer,292828.61808635324
2022-03-15,FlyDubai,Chennai,Dubai,Business,Rare Flyer,296866.66568357154
2022-03-16,FlyDubai,Chennai,Dubai,Business,Rare Flyer,316335.77267046005
2022-03-17,FlyDubai,Chennai,Dubai,Business,Rare Flyer,311352.6259200733
2022-03-18,FlyDubai,Chennai,Dubai,Business,Rare Flyer,325120.2114809287
2022-03-19,FlyDubai,Chennai,Dubai,Business,Rare Flyer,292691.73890004575
2022-03-20,FlyDubai,Chennai,Dubai,Business,Rare Flyer,296967.2010713277
2022-03-21,FlyDubai,Chennai,Dubai,Business,Rare Flyer,292696.22518364305
2022-03-22,FlyDubai,Chennai,Dubai,Business,Rare Flyer,296734.272780834
2022-03-23,FlyDubai,Chennai,Dubai,Business,Rare Flyer,316203.37976770324
2022-03-24,FlyDubai,Chennai,Dubai,Business,Rare Flyer,311220.23301736626
2022-03-25,FlyDubai,Chennai,Dubai,Business,Rare Flyer,324987.8185782398
2022-03-26,FlyDubai,Chennai,Dubai,Business,Rare Flyer,292559.3459973387
2022-03-27,FlyDubai,Chennai,Dubai,Business,Rare Flyer,296834.80816858483
2022-03-28,FlyDubai,Chennai,Dubai,Business,Rare Flyer,292563.8322809329
2022-03-29,FlyDubai,Chennai,Dubai,Business,Rare Flyer,296601.8798781601
2022-03-30,FlyDubai,Chennai,Dubai,Business,Rare Flyer,316070.986864993
2022-03-31,FlyDubai,Chennai,Dubai,Business,Rare Flyer,311087.84011465916
2022-04-01,FlyDubai,Chennai,Dubai,Business,Rare Flyer,324855.4256755007
2022-04-02,FlyDubai,Chennai,Dubai,Business,Rare Flyer,292426.9530946073
2022-04-03,FlyDubai,Chennai,Dubai,Business,Rare Flyer,296702.4152658419
2022-04-04,FlyDubai,Chennai,Dubai,Business,Rare Flyer,292431.4393781563
2022-04-05,FlyDubai,Chennai,Dubai,Business,Rare Flyer,296469.48697532853
2022-04-06,FlyDubai,Chennai,Dubai,Business,Rare Flyer,315938.5939622363
2022-04-07,FlyDubai,Chennai,Dubai,Business,Rare Flyer,310955.4472119056
2022-04-08,FlyDubai,Chennai,Dubai,Business,Rare Flyer,324723.03277276154
2022-04-09,FlyDubai,Chennai,Dubai,Business,Rare Flyer,292294.56019187596
2022-04-10,FlyDubai,Chennai,Dubai,Business,Rare Flyer,296570.02236310777
2022-04-11,FlyDubai,Chennai,Dubai,Business,Rare Flyer,292299.0464753798
2022-04-12,FlyDubai,Chennai,Dubai,Business,Rare Flyer,296337.0940726546
2022-04-13,FlyDubai,Chennai,Dubai,Business,Rare Flyer,315806.20105952775
2022-04-14,FlyDubai,Chennai,Dubai,Business,Rare Flyer,310823.0543091986
2022-04-15,FlyDubai,Chennai,Dubai,Business,Rare Flyer,324590.63987002877
2022-04-16,FlyDubai,Chennai,Dubai,Business,Rare Flyer,292162.16728914453
2022-04-17,FlyDubai,Chennai,Dubai,Business,Rare Flyer,296437.6294604209
2022-04-18,FlyDubai,Chennai,Dubai,Business,Rare Flyer,292166.6535727361
2022-04-19,FlyDubai,Chennai,Dubai,Business,Rare Flyer,296204.7011699171
2022-04-20,FlyDubai,Chennai,Dubai,Business,Rare Flyer,315673.8081568192
2022-04-21,FlyDubai,Chennai,Dubai,Business,Rare Flyer,310690.66140644863
2022-04-22,FlyDubai,Chennai,Dubai,Business,Rare Flyer,324458.24696733354
2022-04-23,FlyDubai,Chennai,Dubai,Business,Rare Flyer,292029.7743863784
2022-04-24,FlyDubai,Chennai,Dubai,Business,Rare Flyer,296305.23655762186
2022-04-25,FlyDubai,Chennai,Dubai,Business,Rare Flyer,292034.2606699595
2022-04-26,FlyDubai,Chennai,Dubai,Business,Rare Flyer,296072.3082671492
2022-04-27,FlyDubai,Chennai,Dubai,Business,Rare Flyer,315541.4152541107
2022-04-28,FlyDubai,Chennai,Dubai,Business,Rare Flyer,310558.2685037416
2022-04-29,FlyDubai,Chennai,Dubai,Business,Rare Flyer,324325.8540646008
2022-04-30,FlyDubai,Chennai,Dubai,Business,Rare Flyer,291897.38148364704
2022-05-01,FlyDubai,Chennai,Dubai,Business,Rare Flyer,296172.843654935
2022-05-02,FlyDubai,Chennai,Dubai,Business,Rare Flyer,291901.8677672311
2022-05-03,FlyDubai,Chennai,Dubai,Business,Rare Flyer,295939.91536441166
2022-05-04,FlyDubai,Chennai,Dubai,Business,Rare Flyer,315409.0223513539
2022-05-05,FlyDubai,Chennai,Dubai,Business,Rare Flyer,310425.87560098805
2022-05-06,FlyDubai,Chennai,Dubai,Business,Rare Flyer,324193.46116186795
2022-05-07,FlyDubai,Chennai,Dubai,Business,Rare Flyer,291764.98858097463
2022-05-08,FlyDubai,Chennai,Dubai,Business,Rare Flyer,296040.45075219206
2022-05-09,FlyDubai,Chennai,Dubai,Business,Rare Flyer,291769.474864521
2022-05-10,FlyDubai,Chennai,Dubai,Business,Rare Flyer,295807.52246173774
2022-05-11,FlyDubai,Chennai,Dubai,Business,Rare Flyer,315276.6294486936
2022-05-12,FlyDubai,Chennai,Dubai,Business,Rare Flyer,310293.48269828095
2022-05-13,FlyDubai,Chennai,Dubai,Business,Rare Flyer,324061.0682591225
2022-05-14,FlyDubai,Chennai,Dubai,Business,Rare Flyer,291632.5956782432
2022-05-15,FlyDubai,Chennai,Dubai,Business,Rare Flyer,295908.0578495052
2022-05-16,FlyDubai,Chennai,Dubai,Business,Rare Flyer,291637.0819618109
2022-05-17,FlyDubai,Chennai,Dubai,Business,Rare Flyer,295675.12955906376
2022-05-18,FlyDubai,Chennai,Dubai,Business,Rare Flyer,315144.23654588696
2022-05-19,FlyDubai,Chennai,Dubai,Business,Rare Flyer,310161.08979555074
2022-05-20,FlyDubai,Chennai,Dubai,Business,Rare Flyer,323928.67535638966
2022-05-21,FlyDubai,Chennai,Dubai,Business,Rare Flyer,291500.20277547714
2022-05-22,FlyDubai,Chennai,Dubai,Business,Rare Flyer,295775.66494670615
2022-05-23,FlyDubai,Chennai,Dubai,Business,Rare Flyer,291504.68905901606
2022-05-24,FlyDubai,Chennai,Dubai,Business,Rare Flyer,295542.7366562626
2022-05-25,FlyDubai,Chennai,Dubai,Business,Rare Flyer,315011.8436431784
2022-05-26,FlyDubai,Chennai,Dubai,Business,Rare Flyer,310028.6968928008
2022-05-27,FlyDubai,Chennai,Dubai,Business,Rare Flyer,323796.2824536505
2022-05-28,FlyDubai,Chennai,Dubai,Business,Rare Flyer,291367.8098727804
2022-05-29,FlyDubai,Chennai,Dubai,Business,Rare Flyer,295643.2720440282
2022-05-30,FlyDubai,Chennai,Dubai,Business,Rare Flyer,291372.29615637235
2022-05-31,FlyDubai,Chennai,Dubai,Business,Rare Flyer,295410.3437535887
2022-06-01,FlyDubai,Chennai,Dubai,Business,Rare Flyer,314879.4507404217
2022-06-02,FlyDubai,Chennai,Dubai,Business,Rare Flyer,309896.30399007053
2022-06-03,FlyDubai,Chennai,Dubai,Business,Rare Flyer,323663.88955096796
2022-06-04,FlyDubai,Chennai,Dubai,Business,Rare Flyer,291235.41697001434
2022-06-05,FlyDubai,Chennai,Dubai,Business,Rare Flyer,295510.87914128526
2022-06-06,FlyDubai,Chennai,Dubai,Business,Rare Flyer,291239.90325359575
2022-06-07,FlyDubai,Chennai,Dubai,Business,Rare Flyer,295277.95085085114
2022-06-08,FlyDubai,Chennai,Dubai,Business,Rare Flyer,314747.05783776136
2022-06-09,FlyDubai,Chennai,Dubai,Business,Rare Flyer,309763.91108736343
2022-06-10,FlyDubai,Chennai,Dubai,Business,Rare Flyer,323531.4966482225
2022-06-11,FlyDubai,Chennai,Dubai,Business,Rare Flyer,291103.02406724833
2022-06-12,FlyDubai,Chennai,Dubai,Business,Rare Flyer,295378.4862385423
2022-06-13,FlyDubai,Chennai,Dubai,Business,Rare Flyer,291107.5103508856
2022-06-14,FlyDubai,Chennai,Dubai,Business,Rare Flyer,295145.5579480832
2022-06-15,FlyDubai,Chennai,Dubai,Business,Rare Flyer,314614.6649350046
2022-06-16,FlyDubai,Chennai,Dubai,Business,Rare Flyer,309631.5181846099
2022-06-17,FlyDubai,Chennai,Dubai,Business,Rare Flyer,323399.1037454897
2022-06-18,FlyDubai,Chennai,Dubai,Business,Rare Flyer,290970.6311645516
2022-06-19,FlyDubai,Chennai,Dubai,Business,Rare Flyer,295246.0933358082
2022-06-20,FlyDubai,Chennai,Dubai,Business,Rare Flyer,290975.117448109
2022-06-21,FlyDubai,Chennai,Dubai,Business,Rare Flyer,295013.1650453457
2022-06-22,FlyDubai,Chennai,Dubai,Business,Rare Flyer,314482.272032198
2022-06-23,FlyDubai,Chennai,Dubai,Business,Rare Flyer,309499.1252819028
2022-06-24,FlyDubai,Chennai,Dubai,Business,Rare Flyer,323266.7108427505
2022-06-25,FlyDubai,Chennai,Dubai,Business,Rare Flyer,290838.23826184456
2022-06-26,FlyDubai,Chennai,Dubai,Business,Rare Flyer,295113.70043312135
2022-06-27,FlyDubai,Chennai,Dubai,Business,Rare Flyer,290842.7245454654
2022-06-28,FlyDubai,Chennai,Dubai,Business,Rare Flyer,294880.7721426718
2022-06-29,FlyDubai,Chennai,Dubai,Business,Rare Flyer,314349.8791295376
2022-06-30,FlyDubai,Chennai,Dubai,Business,Rare Flyer,309366.7323791529
2022-07-01,FlyDubai,Chennai,Dubai,Business,Rare Flyer,323134.3179400114
2022-07-02,FlyDubai,Chennai,Dubai,Business,Rare Flyer,290705.8453591132
2022-07-03,FlyDubai,Chennai,Dubai,Business,Rare Flyer,294981.3075303223
2022-07-04,FlyDubai,Chennai,Dubai,Business,Rare Flyer,290710.33164268883
2022-07-05,FlyDubai,Chennai,Dubai,Business,Rare Flyer,294748.37923987064
2022-07-06,FlyDubai,Chennai,Dubai,Business,Rare Flyer,314217.48622678086
2022-07-07,FlyDubai,Chennai,Dubai,Business,Rare Flyer,309234.33947644586
2022-07-08,FlyDubai,Chennai,Dubai,Business,Rare Flyer,323001.9250372722
2022-07-09,FlyDubai,Chennai,Dubai,Business,Rare Flyer,290573.4524563471
2022-07-10,FlyDubai,Chennai,Dubai,Business,Rare Flyer,294848.91462763544
2022-07-11,FlyDubai,Chennai,Dubai,Business,Rare Flyer,290577.93873996043
2022-07-12,FlyDubai,Chennai,Dubai,Business,Rare Flyer,294615.9863371967
2022-07-13,FlyDubai,Chennai,Dubai,Business,Rare Flyer,314085.0933240723
2022-07-14,FlyDubai,Chennai,Dubai,Business,Rare Flyer,309101.9465736924
2022-07-15,FlyDubai,Chennai,Dubai,Business,Rare Flyer,322869.53213453945
2022-07-16,FlyDubai,Chennai,Dubai,Business,Rare Flyer,290441.05955370935
2022-07-17,FlyDubai,Chennai,Dubai,Business,Rare Flyer,294716.5217249486
2022-07-18,FlyDubai,Chennai,Dubai,Business,Rare Flyer,290445.54583725025
2022-07-19,FlyDubai,Chennai,Dubai,Business,Rare Flyer,294483.5934344288
2022-07-20,FlyDubai,Chennai,Dubai,Business,Rare Flyer,313952.7004213638
2022-07-21,FlyDubai,Chennai,Dubai,Business,Rare Flyer,308969.5536709853
2022-07-22,FlyDubai,Chennai,Dubai,Business,Rare Flyer,322737.1392318442
2022-07-23,FlyDubai,Chennai,Dubai,Business,Rare Flyer,290308.6666509433
2022-07-24,FlyDubai,Chennai,Dubai,Business,Rare Flyer,294584.12882220565
2022-07-25,FlyDubai,Chennai,Dubai,Business,Rare Flyer,290313.1529345401
2022-07-26,FlyDubai,Chennai,Dubai,Business,Rare Flyer,294351.2005317549
2022-07-27,FlyDubai,Chennai,Dubai,Business,Rare Flyer,313820.3075186054
2022-07-28,FlyDubai,Chennai,Dubai,Business,Rare Flyer,308837.16076827823
2022-07-29,FlyDubai,Chennai,Dubai,Business,Rare Flyer,322604.7463291114
2022-07-30,FlyDubai,Chennai,Dubai,Business,Rare Flyer,290176.2737482119
2022-07-31,FlyDubai,Chennai,Dubai,Business,Rare Flyer,294451.7359194627
2022-08-01,FlyDubai,Chennai,Dubai,Business,Rare Flyer,290180.7600317635
2022-08-02,FlyDubai,Chennai,Dubai,Business,Rare Flyer,294218.80762895365
2022-08-03,FlyDubai,Chennai,Dubai,Business,Rare Flyer,313687.9146158487
2022-08-04,FlyDubai,Chennai,Dubai,Business,Rare Flyer,308704.7678655247
2022-08-05,FlyDubai,Chennai,Dubai,Business,Rare Flyer,322472.3534263723
2022-08-06,FlyDubai,Chennai,Dubai,Business,Rare Flyer,290043.8808454805
2022-08-07,FlyDubai,Chennai,Dubai,Business,Rare Flyer,294319.34301672864
2022-08-08,FlyDubai,Chennai,Dubai,Business,Rare Flyer,290048.36712911987
2022-08-09,FlyDubai,Chennai,Dubai,Business,Rare Flyer,294086.4147262798
2022-08-10,FlyDubai,Chennai,Dubai,Business,Rare Flyer,313555.5217131883
2022-08-11,FlyDubai,Chennai,Dubai,Business,Rare Flyer,308572.3749628176
2022-08-12,FlyDubai,Chennai,Dubai,Business,Rare Flyer,322339.9605236897
2022-08-13,FlyDubai,Chennai,Dubai,Business,Rare Flyer,289911.48794274917
2022-08-14,FlyDubai,Chennai,Dubai,Business,Rare Flyer,294186.95011404174
2022-08-15,FlyDubai,Chennai,Dubai,Business,Rare Flyer,289915.97422634327
2022-08-16,FlyDubai,Chennai,Dubai,Business,Rare Flyer,293954.02182354225
2022-08-17,FlyDubai,Chennai,Dubai,Business,Rare Flyer,313423.1288104316
2022-08-18,FlyDubai,Chennai,Dubai,Business,Rare Flyer,308439.9820600677
2022-08-19,FlyDubai,Chennai,Dubai,Business,Rare Flyer,322207.56762094423
2022-08-20,FlyDubai,Chennai,Dubai,Business,Rare Flyer,289779.0950399831
2022-08-21,FlyDubai,Chennai,Dubai,Business,Rare Flyer,294054.5572112427
2022-08-22,FlyDubai,Chennai,Dubai,Business,Rare Flyer,289783.5813235484
2022-08-23,FlyDubai,Chennai,Dubai,Business,Rare Flyer,293821.6289207743
2022-08-24,FlyDubai,Chennai,Dubai,Business,Rare Flyer,313290.735907723
2022-08-25,FlyDubai,Chennai,Dubai,Business,Rare Flyer,308307.5891573373
2022-08-26,FlyDubai,Chennai,Dubai,Business,Rare Flyer,322075.1747182114
2022-08-27,FlyDubai,Chennai,Dubai,Business,Rare Flyer,289646.70213728637
2022-08-28,FlyDubai,Chennai,Dubai,Business,Rare Flyer,293922.16430855583
2022-08-29,FlyDubai,Chennai,Dubai,Business,Rare Flyer,289651.18842083827
2022-08-30,FlyDubai,Chennai,Dubai,Business,Rare Flyer,293689.2360180368
2022-08-31,FlyDubai,Chennai,Dubai,Business,Rare Flyer,313158.3430049663
2022-09-01,FlyDubai,Chennai,Dubai,Business,Rare Flyer,308175.196254607
2022-09-02,FlyDubai,Chennai,Dubai,Business,Rare Flyer,321942.7818154787
2022-09-03,FlyDubai,Chennai,Dubai,Business,Rare Flyer,289514.3092345793
2022-09-04,FlyDubai,Chennai,Dubai,Business,Rare Flyer,293789.7714058129
2022-09-05,FlyDubai,Chennai,Dubai,Business,Rare Flyer,289518.7955181282
2022-09-06,FlyDubai,Chennai,Dubai,Business,Rare Flyer,293556.84311536286
2022-09-07,FlyDubai,Chennai,Dubai,Business,Rare Flyer,313025.9501023059
2022-09-08,FlyDubai,Chennai,Dubai,Business,Rare Flyer,308042.80335188034
2022-09-09,FlyDubai,Chennai,Dubai,Business,Rare Flyer,321810.3889127332
2022-09-10,FlyDubai,Chennai,Dubai,Business,Rare Flyer,289381.9163318479
2022-09-11,FlyDubai,Chennai,Dubai,Business,Rare Flyer,293657.3785030699
2022-09-12,FlyDubai,Chennai,Dubai,Business,Rare Flyer,289386.4026154181
2022-09-13,FlyDubai,Chennai,Dubai,Business,Rare Flyer,293424.4502125617
2022-09-14,FlyDubai,Chennai,Dubai,Business,Rare Flyer,312893.5571994993
2022-09-15,FlyDubai,Chennai,Dubai,Business,Rare Flyer,307910.4104491501
2022-09-16,FlyDubai,Chennai,Dubai,Business,Rare Flyer,321677.99601000035
2022-09-17,FlyDubai,Chennai,Dubai,Business,Rare Flyer,289249.52342908183
2022-09-18,FlyDubai,Chennai,Dubai,Business,Rare Flyer,293524.9856003358
2022-09-19,FlyDubai,Chennai,Dubai,Business,Rare Flyer,289254.0097126232
2022-09-20,FlyDubai,Chennai,Dubai,Business,Rare Flyer,293292.0573098878
2022-09-21,FlyDubai,Chennai,Dubai,Business,Rare Flyer,312761.1642967907
2022-09-22,FlyDubai,Chennai,Dubai,Business,Rare Flyer,307778.01754641975
2022-09-23,FlyDubai,Chennai,Dubai,Business,Rare Flyer,321545.60310726124
2022-09-24,FlyDubai,Chennai,Dubai,Business,Rare Flyer,289117.1305263851
2022-09-25,FlyDubai,Chennai,Dubai,Business,Rare Flyer,293392.592697649
2022-09-26,FlyDubai,Chennai,Dubai,Business,Rare Flyer,289121.61680997955
2022-09-27,FlyDubai,Chennai,Dubai,Business,Rare Flyer,293159.66440721386
2022-09-28,FlyDubai,Chennai,Dubai,Business,Rare Flyer,312628.7713940822
2022-09-29,FlyDubai,Chennai,Dubai,Business,Rare Flyer,307645.6246436895
2022-09-30,FlyDubai,Chennai,Dubai,Business,Rare Flyer,321413.21020457236
2022-10-01,FlyDubai,Chennai,Dubai,Business,Rare Flyer,288984.73762361903
2022-10-02,FlyDubai,Chennai,Dubai,Business,Rare Flyer,293260.1997948499
2022-10-03,FlyDubai,Chennai,Dubai,Business,Rare Flyer,288989.22390720295
2022-10-04,FlyDubai,Chennai,Dubai,Business,Rare Flyer,293027.2715044763
2022-10-05,FlyDubai,Chennai,Dubai,Business,Rare Flyer,312496.37849132385
2022-10-06,FlyDubai,Chennai,Dubai,Business,Rare Flyer,307513.2317409824
2022-10-07,FlyDubai,Chennai,Dubai,Business,Rare Flyer,321280.8173018332
2022-10-08,FlyDubai,Chennai,Dubai,Business,Rare Flyer,288852.344720853
2022-10-09,FlyDubai,Chennai,Dubai,Business,Rare Flyer,293127.80689216306
2022-10-10,FlyDubai,Chennai,Dubai,Business,Rare Flyer,288856.8310044928
2022-10-11,FlyDubai,Chennai,Dubai,Business,Rare Flyer,292894.8786017084
2022-10-12,FlyDubai,Chennai,Dubai,Business,Rare Flyer,312363.9855885671
2022-10-13,FlyDubai,Chennai,Dubai,Business,Rare Flyer,307380.83883822884
2022-10-14,FlyDubai,Chennai,Dubai,Business,Rare Flyer,321148.42439910036
2022-10-15,FlyDubai,Chennai,Dubai,Business,Rare Flyer,288719.9518182153
2022-10-16,FlyDubai,Chennai,Dubai,Business,Rare Flyer,292995.41398942895
